item_category,buy,cart,fav,pv
6064,37,83,8,618
6069,0,0,0,25
6070,0,0,0,8
6074,0,0,0,3
6077,2,9,2,132
6078,1,15,8,567
6079,0,0,1,21
6080,0,1,0,35
6081,0,0,0,6
6082,4,21,24,984
6084,28,79,42,2238
6085,0,0,1,5
6087,0,0,0,10
6088,0,0,1,24
6090,0,0,0,10
6091,12,35,32,1394
6093,0,0,0,16
6096,0,0,0,1
6097,0,2,0,139
6098,2,3,0,5
6099,0,0,1,11
6100,0,0,0,8
6101,16,33,22,868
6102,0,0,0,1
6103,0,3,0,13
6104,1,25,0,236
6105,0,0,0,5
6108,0,2,0,34
6109,5,5,1,378
6112,0,0,0,6
6113,0,0,0,39
6114,3,9,9,314
6115,0,5,5,137
6117,0,0,0,4
6118,0,0,0,2
6120,2,2,0,133
6121,34,59,43,2158
6122,0,0,1,1
6123,2,0,0,28
6126,0,0,0,3
6128,0,0,0,6
6129,12,36,3,424
6130,1,13,5,229
6131,0,0,0,2
6132,0,0,0,4
6133,6,14,6,589
6134,1,15,6,144
6135,2,1,2,33
6136,0,0,0,27
6140,1,2,0,58
6141,0,0,0,2
6142,7,12,7,274
6143,0,0,6,183
6144,1,5,6,101
6145,0,0,0,5
6146,6,5,4,182
6148,0,0,0,2
6149,1,3,2,27
6152,0,0,0,9
6153,0,0,1,48
6154,20,47,19,881
6155,0,0,2,258
6158,0,0,1,23
6160,0,0,0,2
6161,3,10,1,86
6164,0,2,2,56
6165,0,2,1,195
6167,0,0,0,8
6168,12,17,35,1357
6171,0,0,0,1
6172,0,0,0,6
6175,1,3,1,126
6176,12,42,2,832
6177,0,2,1,22
6183,0,1,2,37
6184,3,4,0,216
6187,0,1,4,56
6192,1,4,2,171
6193,1,2,0,9
6194,57,84,22,1938
6195,1,1,1,114
6197,0,0,0,8
6198,0,1,0,9
6199,0,0,1,2
6200,8,16,8,185
6204,0,0,0,8
6205,0,0,1,21
6206,1,1,0,36
6207,0,0,0,25
6209,46,431,533,21406
6211,31,65,12,939
6212,0,2,1,23
6213,5,39,13,800
6217,0,1,2,112
6219,6,11,14,532
6224,1,6,0,70
6225,4,10,8,229
6226,149,474,294,14752
6228,67,146,122,6932
6230,2,10,1,207
6232,0,0,0,4
6233,0,0,0,19
6235,16,58,39,2492
6236,2,16,9,651
6240,0,0,0,11
6241,0,0,0,6
6243,2,11,1,151
6245,0,0,0,4
6246,0,0,0,9
6247,15,42,16,2049
6248,32,79,39,2146
6249,6,28,17,991
6250,0,0,0,5
6251,1,11,2,388
6252,2,3,0,84
6253,89,151,75,3952
6254,0,0,0,2
6255,275,1272,1010,49530
6256,51,195,110,4631
6257,0,0,0,3
6258,0,1,0,10
6261,0,0,0,10
6262,1,1,10,229
6263,0,0,0,13
6264,16,42,22,983
6265,2,0,2,124
6266,0,0,0,37
6267,17,42,29,1248
6270,1,0,0,35
6272,27,73,76,1993
6273,0,0,0,32
6276,0,0,0,34
6278,0,5,0,59
6279,0,0,0,1
6280,1,0,0,15
6282,1,4,0,53
6283,0,0,5,114
6287,43,94,41,2304
6289,1,1,3,62
6290,0,2,0,2
6291,0,0,0,4
6293,1,2,1,261
6295,4,32,40,3726
6296,2,11,6,242
6297,0,0,0,1
6299,0,0,0,25
6303,0,0,0,30
6304,57,54,21,1355
6305,0,0,0,3
6306,1,2,0,19
6307,47,60,20,1478
6308,5,4,3,115
6312,0,0,0,4
6313,0,2,0,15
6315,1,64,67,3206
6321,58,150,57,2349
6322,0,0,0,6
6325,0,0,0,5
6326,0,0,10,631
6327,149,549,412,13836
6328,0,0,0,16
6329,1,1,0,17
6330,1,1,0,38
6331,48,102,27,1316
6336,0,0,0,1
6337,0,1,1,18
6338,0,2,0,22
6340,0,0,0,5
6341,0,0,0,12
6344,2208,3822,1660,85369
6345,1,2,0,18
6346,0,0,0,27
6347,0,0,0,2
6348,2,8,1,193
6349,1,10,14,403
6352,1,0,0,8
6354,1,3,13,278
6355,0,0,0,3
6357,0,1,0,14
6360,0,0,1,12
6362,0,0,0,6
6363,10,29,16,692
6366,0,0,0,12
6367,14,44,46,2231
6368,1,4,2,136
6371,0,0,0,27
6373,4,9,2,90
6374,0,1,0,22
6375,10,20,4,201
6376,0,4,0,35
6377,0,0,0,4
6378,0,0,0,8
6379,0,0,0,8
6380,1,0,6,98
6381,0,2,0,7
6382,0,1,3,79
6383,0,17,15,352
6384,1,2,0,40
6385,0,0,0,4
6392,0,2,2,32
6394,1,0,1,7
6395,0,0,0,13
6397,9,38,58,2194
6399,1,2,1,71
6400,34,34,18,1588
6401,8,33,37,1515
6402,39,100,134,3828
6405,0,0,0,1
6406,0,0,3,30
6409,2,2,0,69
6410,0,0,0,4
6411,0,1,0,26
6412,0,0,0,5
6414,0,0,0,5
6416,1,2,0,18
6417,107,343,152,7020
6418,6,9,1,80
6419,1,11,1,173
6420,2,14,24,1159
6421,2,3,1,64
6422,3,3,5,252
6423,13,59,12,823
6424,129,243,45,3377
6426,0,2,0,44
6427,0,1,0,34
6428,0,0,0,10
6429,3,9,2,191
6431,53,94,36,3003
6436,0,0,0,21
6437,26,42,11,823
6438,0,0,2,6
6439,14,36,12,385
6440,5,10,3,315
6441,12,20,12,325
6442,15,18,5,266
6445,9,28,11,404
6446,18,27,6,606
6447,1,0,0,44
6450,1,3,2,128
6453,3,3,11,479
6454,0,0,0,36
6455,3,4,1,185
6456,3,23,37,1857
6460,95,267,156,4806
6461,2,9,8,424
6463,4,4,1,53
6464,0,0,0,1
6466,0,0,0,7
6469,8,19,0,76
6470,2,1,0,64
6471,4,16,7,685
6473,0,0,0,14
6474,0,0,0,30
6475,0,2,0,6
6478,6,15,7,419
6479,3,4,2,199
6481,6,33,23,771
6482,0,0,0,51
6483,2,4,0,63
6485,12,28,12,273
6486,0,0,0,10
6487,0,6,16,1022
6488,4,0,0,11
6489,15,48,16,863
6493,1,1,1,101
6494,0,0,0,10
6495,0,0,0,17
6496,3,19,6,233
6499,5,11,3,76
6501,1,1,1,9
6502,0,5,8,427
6503,4,1,0,56
6504,2,12,1,285
6505,0,4,0,124
6506,2,9,1,202
6507,20,8,7,277
6511,1,1,1,59
6512,310,869,762,33223
6513,1059,6651,6688,281370
6516,33,54,32,1859
6518,12,31,22,1098
6521,1,3,10,578
6525,0,0,0,4
6526,4,39,9,1379
6528,0,4,11,481
6529,9,9,13,655
6531,100,92,52,2411
6534,3,7,2,153
6535,0,0,0,2
6536,0,0,0,9
6537,0,3,2,26
6539,1,1,0,15
6540,9,10,7,458
6541,36,188,113,4924
6542,5,20,23,647
6544,17,0,2,118
6545,0,0,0,35
6547,0,0,0,8
6548,1,20,5,675
6549,29,58,15,724
6550,4,19,14,929
6551,1,11,4,235
6554,0,0,0,3
6557,0,2,0,23
6558,0,0,0,22
6559,1,3,0,99
6560,0,0,0,2
6562,10,24,15,1002
6563,0,0,0,49
6564,48,75,38,1558
6565,0,3,1,93
6566,0,0,0,1
6569,13,14,8,517
6571,20,53,16,534
6573,0,0,1,110
6574,0,3,1,69
6575,58,201,81,3969
6576,223,424,257,12782
6579,3,8,6,233
6580,13,28,9,631
6581,0,2,1,35
6583,6,9,14,171
6584,0,17,18,525
6585,0,0,0,2
6587,0,0,0,36
6588,1,29,31,2150
6593,0,0,0,39
6595,6,19,9,704
6596,0,1,0,8
6598,0,0,0,12
6602,0,1,0,95
6603,5,3,5,253
6604,0,0,0,2
6605,0,0,0,2
6607,0,0,0,4
6608,13,10,6,548
6609,0,1,0,2
6610,2,4,2,217
6612,0,0,0,2
6613,0,0,0,73
6614,0,0,0,8
6615,0,2,4,297
6616,0,0,0,8
6618,0,1,3,477
6619,0,0,0,1
6620,0,1,0,56
6621,0,0,0,8
6622,0,0,1,28
6623,0,2,0,22
6625,0,1,0,25
6627,12,12,2,312
6628,0,0,0,3
6629,0,0,0,4
6630,5,7,4,257
6631,9,16,1,389
6632,4,14,4,810
6633,7,2,5,232
6634,0,0,1,26
6638,7,12,1,150
6640,0,3,3,255
6641,0,0,0,9
6642,0,0,0,1
6643,4,17,6,475
6645,0,0,0,12
6646,0,0,1,21
6647,0,0,2,13
6648,329,1390,1375,61952
6654,6,22,3,278
6655,37,61,16,1574
6657,22,63,25,885
6658,7,17,4,245
6659,1,5,0,76
6660,3,18,4,635
6661,0,2,3,55
6662,1,0,1,410
6664,1,0,0,29
6665,1,2,0,18
6666,4,12,0,20
6667,2,2,1,112
6668,7,1,1,18
6669,71,138,61,5104
6672,0,0,0,6
6673,27,36,33,1497
6674,0,0,0,35
6675,1,2,2,65
6676,0,10,8,629
6677,10,34,23,1337
6678,36,70,17,2204
6680,5,11,6,242
6682,0,1,0,41
6684,0,0,0,3
6685,0,1,1,15
6686,10,12,6,376
6687,0,2,0,21
6688,2,0,0,26
6689,49,106,118,4521
6691,1,11,7,413
6694,4,16,5,205
6695,0,0,0,11
6696,1,2,0,9
6697,151,123,58,4727
6700,7,72,82,3681
6703,1,10,6,252
6704,2,5,2,61
6706,1,4,1,57
6707,0,0,0,9
6708,1,1,1,21
6709,2,5,0,102
6710,0,2,0,16
6711,31,59,11,806
6712,5,3,3,112
6713,0,0,1,7
6714,0,1,0,33
6715,0,0,0,2
6717,384,1050,109,7449
6718,0,0,0,6
6719,5,6,5,228
6721,0,1,0,1
6724,55,216,377,7790
6725,0,1,0,41
6728,0,0,0,13
6736,0,5,2,20
6737,0,0,0,46
6739,1,5,2,42
6740,0,3,0,44
6741,0,0,0,3
6742,90,178,55,2535
6743,5,18,1,217
6744,16,30,11,1028
6745,7,39,22,606
6747,0,1,0,8
6748,27,62,21,1003
6750,4,20,9,312
6751,0,0,0,4
6754,7,106,110,4310
6756,0,0,0,14
6757,0,0,1,18
6758,0,0,0,37
6759,0,1,3,52
6760,2,3,0,73
6761,0,0,1,33
6762,3,3,5,204
6764,1,4,0,79
6766,0,5,0,35
6768,1,2,2,82
6771,1,0,2,116
6775,7,14,10,514
6776,0,0,0,2
6777,0,2,0,62
6778,0,0,0,4
6782,1,0,3,60
6785,0,0,1,9
6788,2,6,4,90
6789,0,0,6,26
6790,0,0,0,15
6791,0,0,1,43
6792,17,14,34,1027
6793,16,55,24,1078
6794,50,70,26,2920
6795,66,220,79,4490
6796,6,9,21,588
6797,1,3,3,101
6798,2,14,7,409
6799,0,1,1,6
6802,0,2,0,40
6803,0,5,0,44
6804,9,21,7,702
6805,0,0,0,2
6807,0,0,0,4
6810,1,4,4,106
6811,6,14,3,221
6812,3,2,0,62
6813,2,10,3,223
6814,1,1,0,5
6815,0,0,0,4
6817,0,2,2,15
6818,0,1,4,76
6819,8,6,3,205
6820,0,0,0,29
6821,4,8,18,387
6823,0,0,0,1
6824,16,63,53,1936
6825,84,238,89,4597
6827,0,0,0,32
6828,130,357,153,6296
6829,4,18,3,233
6830,0,0,0,19
6831,0,1,4,64
6833,3,0,1,83
6834,0,0,0,33
6835,0,0,0,13
6836,22,18,4,344
6840,0,0,1,85
6841,2,7,4,47
6842,0,0,0,5
6844,0,1,10,124
6846,1,7,4,218
6849,0,0,0,1
6853,0,0,0,5
6854,2,8,4,424
6855,2,0,1,289
6857,0,0,0,4
6858,13,17,2,342
6860,2,9,10,362
6861,0,0,0,4
6862,5,12,6,263
6863,28,63,3,456
6865,0,0,0,1
6866,1,6,1,124
6867,1,7,1,61
6870,0,0,0,12
6874,1,7,2,140
6878,1,0,1,13
6879,0,1,0,66
6880,0,0,0,9
6881,1,0,14,63
6882,1,4,0,141
6883,1,2,3,73
6884,0,0,1,40
6885,0,0,1,4
6887,0,0,0,3
6888,10,22,33,857
6890,0,0,4,138
6891,0,1,1,35
6892,1,2,1,55
6893,0,4,0,39
6894,1,1,1,11
6896,10,29,5,274
6897,0,0,2,72
6899,0,0,0,1
6900,2,26,34,1348
6901,13,21,7,324
6903,18,33,10,617
6908,3,4,9,187
6909,5,10,4,244
6910,1,1,0,30
6911,0,1,0,44
6915,6,13,16,475
6918,1,1,4,76
6919,3,2,5,92
6920,0,0,0,31
6922,4,10,0,199
6923,0,0,0,3
6924,22,43,21,1086
6926,1,1,1,28
6928,0,0,0,16
6929,3,6,1,113
6931,0,2,1,128
6932,0,0,1,1
6933,3,4,2,142
6934,0,0,0,7
6935,0,0,0,2
6936,184,457,215,10838
6937,0,0,0,5
6938,5,12,6,155
6939,0,0,0,2
6940,2,11,9,243
6942,0,0,0,1
6943,0,0,0,49
6944,0,0,0,9
6945,30,117,116,4670
6946,0,0,0,11
6947,0,0,0,5
6949,1,6,4,219
6950,1,0,4,65
6957,14,44,10,912
6958,0,0,0,2
6959,0,0,1,2
6961,0,0,0,14
6963,0,0,0,3
6964,15,34,20,1004
6965,0,0,0,2
6968,0,4,0,126
6969,2,7,3,130
6972,2,0,0,88
6974,22,50,8,459
6975,4,7,4,671
6976,0,0,0,7
6977,1324,2007,273,22806
6978,1,4,0,46
6979,0,0,0,9
6980,1,1,0,7
6981,0,0,0,7
6982,1,3,1,102
6984,0,0,0,2
6985,13,30,10,646
6986,32,65,42,2936
6989,3,3,2,1414
6990,0,0,0,4
6991,56,156,42,2502
6992,0,2,0,16
6993,6,16,4,156
6995,0,0,0,27
6997,7,11,8,477
6998,0,0,0,6
6999,2,3,3,43
7000,8,16,7,364
7001,2,2,0,79
7005,1,3,0,39
7008,4,24,26,698
7009,2,5,4,168
7010,0,1,2,123
7012,0,1,0,43
7014,11,31,9,842
7015,2,11,0,140
7016,0,0,0,1
7017,0,0,0,15
7021,100,211,51,1980
7022,0,0,0,23
7023,35,107,30,1359
7024,0,0,0,12
7025,32,33,5,447
7027,0,1,0,46
7030,0,5,1,201
7032,21,25,17,2047
7033,29,128,97,4164
7034,5,18,6,287
7035,10,26,17,551
7037,0,0,1,2
7040,16,49,8,488
7042,0,0,0,7
7045,0,0,0,5
7046,0,0,0,8
7049,0,1,0,78
7050,10,26,15,400
7051,2,1,0,41
7054,0,1,0,12
7055,1,1,1,55
7057,11,27,8,367
7058,0,0,0,1
7059,1,0,0,10
7061,18,44,25,1247
7062,0,3,2,53
7063,0,0,0,4
7064,5,22,3,415
7065,0,0,0,19
7066,1,2,2,40
7067,0,1,0,34
7069,0,0,0,8
7070,17,65,23,831
7071,0,0,0,8
7072,1,0,0,63
7073,0,0,0,1
7076,3,6,6,298
7078,0,0,1,73
7079,67,93,57,3289
7080,3,5,2,92
7081,2,9,1,270
7084,1,1,1,224
7086,0,0,0,3
7087,5,3,0,115
7090,0,0,0,18
7092,0,0,0,2
7094,3,9,3,150
7095,8,13,4,450
7096,3,7,7,322
7097,1,0,0,32
7098,0,0,0,21
7103,113,639,528,23656
7104,4,11,6,406
7111,21,48,12,602
7112,0,0,0,15
7113,0,0,0,9
7114,0,0,0,16
7115,1,2,0,11
7116,3,2,1,41
7117,92,89,27,1570
7118,1,0,0,18
7121,2,9,5,167
7124,0,0,1,22
7125,16,0,4,186
7126,1,2,0,5
7127,2,4,2,47
7128,1,0,0,8
7130,0,3,0,18
7131,6,21,19,558
7134,1,3,0,74
7136,2,5,2,142
7139,0,0,0,6
7140,8,64,63,5260
7141,1,14,7,654
7142,0,0,4,86
7143,21,37,19,1159
7146,96,109,39,2276
7148,7,9,4,113
7150,0,0,0,8
7151,1,4,4,61
7152,1,0,3,90
7157,0,0,0,7
7159,0,0,1,44
7160,0,0,0,7
7161,0,0,0,2
7162,0,0,0,4
7165,0,0,0,10
7167,59,164,86,3571
7168,0,3,0,14
7170,0,0,3,145
7171,0,0,0,1
7173,0,0,0,1
7174,2,4,1,296
7178,0,0,0,2
7181,0,0,0,6
7182,32,37,25,1909
7185,0,1,0,10
7187,1,1,0,25
7188,0,0,0,8
7189,0,6,7,242
7190,0,0,0,9
7192,7,12,4,162
7193,0,0,0,8
7194,0,0,0,3
7195,171,684,420,25145
7197,0,2,0,16
7198,0,1,1,28
7200,0,0,0,1
7201,3,5,0,132
7205,3,6,24,1523
7208,0,8,19,393
7209,0,0,0,2
7210,11,12,10,344
7213,6,20,10,887
7214,1,0,0,10
7215,0,0,0,92
7217,0,0,0,4
7218,0,0,0,6
7220,0,0,0,5
7223,26,20,19,664
7224,1,8,1,87
7227,0,0,1,37
7229,68,0,6,947
7230,0,0,1,9
7232,0,0,0,2
7233,1,5,16,1012
7235,0,0,0,2
7236,0,0,0,8
7237,0,2,3,121
7238,1,2,1,19
7239,3,20,8,1608
7242,3,2,4,285
7243,0,0,0,5
7244,0,2,0,14
7248,0,0,0,15
7249,0,0,0,4
7250,8,13,3,1430
7256,1,1,4,48
7258,0,0,0,6
7260,3,10,1,351
7261,0,0,0,2
7266,54,147,45,1524
7267,1,0,2,55
7268,0,0,0,4
7269,15,44,11,747
7270,0,0,0,4
7273,20,44,28,1127
7274,2,1,1,111
7275,0,0,0,3
7276,15,40,25,1060
7278,0,0,0,1
7279,0,0,0,6
7282,0,0,0,6
7283,0,0,0,2
7284,1,1,0,7
7285,0,0,0,5
7286,0,0,0,4
7289,0,11,22,446
7291,5,7,3,208
7292,0,0,0,23
7296,36,60,17,963
7297,16,49,33,1293
7298,0,0,0,22
7299,125,296,207,6577
7301,6,1,1,267
7302,0,0,0,3
7305,7,27,5,571
7306,2,6,0,61
7307,2,10,1,219
7308,5,15,13,374
7309,4,7,2,109
7311,31,85,14,2059
7312,204,528,525,15168
7313,0,0,0,7
7317,0,1,0,44
7318,0,0,0,6
7319,0,9,2,109
7320,0,0,0,2
7321,0,0,0,6
7322,39,81,70,4672
7325,2,4,2,329
7327,0,0,0,1
7329,6,20,11,675
7331,0,0,0,10
7332,1,0,0,37
7335,0,0,0,4
7336,0,0,0,4
7344,94,316,230,12430
7347,1,2,0,92
7350,28,131,93,11846
7352,1,1,1,79
7354,10,23,14,1225
7355,0,0,0,7
7356,5,12,3,91
7357,2,4,1,117
7359,19,23,13,590
7360,0,0,2,14
7361,2,5,4,165
7362,2,0,7,162
7363,1,0,1,119
7365,5,7,7,591
7366,0,2,1,12
7367,1,0,3,151
7368,0,0,0,22
7369,0,0,0,1
7373,0,0,0,74
7374,0,0,0,60
7376,0,1,0,101
7377,0,0,1,47
7379,0,0,0,3
7381,5,29,16,821
7383,4,143,222,6320
7384,11,10,0,92
7385,11,20,5,360
7386,0,0,0,2
7387,1,0,4,86
7388,1,0,0,32
7390,9,45,2,2137
7392,12,21,2,444
7393,34,186,205,9210
7395,0,0,0,4
7396,0,0,0,2
7397,0,0,0,85
7398,0,0,0,19
7399,7,10,4,93
7401,23,56,24,1310
7403,0,0,0,1
7404,74,81,27,1657
7405,20,44,20,955
7406,0,2,1,64
7408,0,3,0,67
7411,4,14,4,112
7412,0,7,2,121
7413,3,13,36,669
7415,10,20,20,570
7417,0,0,0,9
7419,15,33,0,212
7421,0,0,0,16
7423,1,2,0,51
7424,0,0,0,12
7426,0,0,0,10
7428,9,86,177,6159
7430,5,16,8,278
7433,0,0,0,13
7435,3,22,2,215
7436,1,1,3,98
7438,6,21,12,382
7439,1,0,0,12
7440,199,482,343,19576
7442,6,5,2,131
7445,2,3,0,15
7446,0,1,0,14
7448,0,2,2,32
7449,0,2,0,80
7450,7,63,61,1286
7451,0,0,1,14
7452,20,91,18,1340
7453,0,0,0,87
7454,7,20,20,492
7456,2,0,0,15
7457,0,0,1,89
7458,0,0,0,9
7459,0,2,1,55
7460,0,3,1,243
7463,0,0,0,104
7464,0,0,0,20
7465,0,5,2,175
7466,21,60,35,779
7467,70,146,64,3889
7468,0,1,0,11
7470,0,2,1,33
7471,5,17,4,245
7472,29,56,13,846
7474,0,0,0,1
7477,0,0,0,3
7479,1,2,0,51
7480,1,1,3,153
7483,0,0,0,3
7484,5,12,12,870
7487,3,0,6,120
7488,3,3,2,51
7489,0,0,0,2
7490,23,60,11,629
7491,1,12,2,431
7493,1,2,1,15
7494,0,1,0,11
7501,0,0,0,3
7502,1,6,8,232
7504,4,16,11,730
7505,1,0,0,6
7506,4,4,3,190
7507,0,0,0,2
7509,0,0,0,12
7511,2,21,6,363
7512,5,26,5,151
7513,0,5,3,269
7514,0,2,4,131
7516,136,260,50,4708
7518,1,0,2,44
7519,0,1,3,118
7521,0,0,0,20
7522,7,17,4,138
7524,0,0,0,13
7525,0,0,0,15
7529,0,0,0,2
7530,11,29,4,686
7531,0,1,0,15
7533,5,4,3,156
7534,12,12,0,553
7535,0,0,0,33
7536,4,12,21,879
7538,3,9,0,225
7539,0,0,0,34
7541,0,0,0,12
7543,1,2,6,83
7545,0,3,0,32
7548,0,1,2,121
7549,296,710,350,17229
7550,0,2,1,22
7551,40,108,67,2210
7552,0,0,0,2
7556,0,0,0,3
7558,9,17,1,328
7563,0,1,1,4
7566,0,4,3,104
7568,0,7,12,301
7571,0,0,0,3
7572,210,495,128,10674
7573,4,11,13,1124
7575,3,1,0,25
7576,14,31,2,239
7577,4,4,1,89
7578,4,10,17,272
7580,38,69,30,3061
7582,36,130,71,5043
7584,2,7,0,252
7585,0,0,0,23
7587,0,6,6,238
7588,0,0,0,14
7589,1,0,0,13
7590,185,206,85,4676
7591,4,10,1,129
7592,0,0,0,12
7593,1,1,0,118
7594,5,14,19,830
7596,0,0,0,10
7601,29,66,56,2375
7602,5,9,20,457
7604,2,6,0,47
7605,0,0,0,2
7606,197,240,120,6447
7607,8,27,1,239
7609,2,4,13,441
7610,0,0,0,1
7611,0,3,0,11
7613,1,2,1,169
7614,1,1,1,166
7615,1,0,3,40
7616,0,3,2,76
7618,21,108,27,1567
7619,80,114,73,2319
7622,15,27,25,1115
7624,0,0,0,3
7625,0,0,0,4
7626,0,0,0,13
7628,1,0,0,1
7630,0,1,2,8
7633,1,0,0,39
7634,1,0,1,18
7635,0,0,0,1
7636,0,0,1,81
7639,134,154,58,2838
7640,0,0,0,2
7643,0,0,1,76
7645,27,117,47,1756
7652,0,0,0,9
7653,11,42,20,905
7654,0,0,0,15
7655,6,31,0,387
7657,0,0,0,2
7659,0,1,1,56
7660,6,8,8,518
7663,2,7,3,666
7664,0,1,0,7
7666,1,2,0,12
7667,0,0,0,3
7668,7,1,8,459
7669,1,2,2,154
7670,9,26,14,462
7673,16,20,7,859
7674,9,16,0,129
7676,0,1,1,44
7677,1,13,5,934
7678,0,0,1,15
7679,0,0,2,24
7680,6,17,1,183
7683,3,5,2,66
7685,2,10,0,144
7689,0,0,3,28
7690,12,27,7,675
7691,65,69,31,932
7693,0,0,0,7
7694,13,24,6,364
7695,0,1,0,6
7696,0,2,0,36
7697,4,8,3,113
7699,0,0,1,4
7700,2,2,0,49
7703,0,1,0,3
7704,0,0,0,6
7705,0,1,0,21
7706,0,2,7,281
7707,7,16,3,300
7708,11,83,200,3327
7709,27,59,13,738
7711,17,43,23,1659
7712,126,323,102,3905
7713,0,0,0,3
7715,0,0,1,22
7717,14,38,1,178
7720,22,57,47,1625
7722,2,3,0,33
7725,0,0,0,1
7727,24,41,12,947
7728,0,0,0,2
7729,0,3,2,55
7731,0,0,0,4
7734,1,2,2,70
7737,2,6,18,713
7738,0,3,5,197
7739,11,27,11,653
7741,0,0,0,1
7743,0,13,10,271
7744,0,1,0,33
7745,1,2,1,79
7748,1,1,1,44
7751,0,3,1,44
7752,0,0,0,2
7753,105,311,34,3686
7754,0,2,0,25
7755,3,7,3,356
7756,3,4,2,94
7763,0,1,3,134
7764,3,3,2,290
7766,20,46,22,2076
7767,578,1076,654,25459
7768,39,70,18,1390
7769,0,4,2,167
7770,4,5,0,79
7772,9,19,10,500
7774,1,1,0,13
7775,0,0,0,7
7776,0,0,0,15
7777,0,4,0,100
7780,0,0,0,5
7781,2,4,9,272
7782,0,0,0,10
7784,0,6,3,284
7785,1,3,4,115
7786,0,0,0,12
7787,0,0,0,3
7790,3,4,0,9
7791,55,190,72,3911
7793,0,2,0,18
7796,0,0,0,14
7799,0,0,0,11
7800,2,7,3,106
7801,0,0,0,6
7803,0,0,0,11
7804,9,26,2,179
7805,0,0,0,12
7806,0,0,0,16
7807,0,0,0,213
7808,0,0,0,6
7810,0,0,0,42
7811,25,128,53,2448
7812,0,0,0,80
7814,1,1,0,13
7815,0,0,0,51
7816,0,0,0,18
7817,4,6,16,476
7818,0,0,1,16
7819,0,0,0,1
7820,0,0,0,5
7821,2,1,1,83
7822,9,9,0,198
7823,0,1,0,25
7824,0,0,1,26
7825,0,1,0,5
7826,3,5,3,101
7827,0,1,0,11
7828,0,0,0,4
7831,225,216,131,7053
7832,13,19,16,400
7834,9,28,4,797
7839,0,0,0,1
7840,0,0,0,8
7841,6,28,36,753
7843,12,11,2,109
7844,4,9,3,123
7849,4,9,9,287
7850,60,119,37,2327
7851,1,5,2,190
7853,0,0,1,4
7854,4,8,0,36
7856,1,11,3,401
7857,2,3,1,77
7859,4,8,1,149
7861,1,2,0,14
7862,1,0,0,35
7864,1,4,2,111
7867,0,0,0,14
7869,0,0,0,1
7870,5,6,16,342
7871,0,0,0,3
7872,5,4,10,131
7873,1,7,2,137
7875,0,0,0,21
7876,224,541,297,17520
7877,0,0,0,20
7878,0,0,1,11
7880,63,243,187,5270
7881,2,5,1,86
7883,8,14,3,156
7889,14,10,0,94
7890,1,5,2,106
7891,0,0,0,1
7892,2,1,0,34
7894,10,22,3,337
7895,0,0,0,17
7896,0,0,0,3
7897,1,5,0,134
7898,23,35,16,993
7900,25,52,14,585
7902,0,0,0,8
7903,0,2,0,29
7904,4,9,2,131
7905,7,12,1,219
7906,0,0,0,19
7907,0,0,1,35
7910,0,0,0,15
7911,40,120,39,2439
7912,1,1,0,2
7913,3,1,0,20
7914,0,1,0,8
7915,0,0,1,161
7916,0,4,5,73
7917,98,179,113,4169
7918,0,1,2,27
7919,0,0,0,7
7921,0,0,0,2
7923,0,0,0,9
7925,0,0,1,10
7926,0,0,0,34
7928,101,192,62,1881
7929,51,168,256,5917
7931,0,0,1,6
7933,0,0,0,1
7934,0,0,0,40
7935,0,0,0,1
7938,0,0,0,7
7939,42,193,231,5673
7942,15,32,11,242
7944,0,0,0,3
7945,0,0,0,19
7948,12,14,12,483
7949,0,0,0,3
7950,1,2,0,55
7951,14,31,20,1769
7953,7,12,6,340
7954,3,6,0,120
7955,18,66,155,5809
7956,6,17,0,152
7957,997,2745,883,42555
7959,0,0,0,6
7960,1,15,12,421
7961,9,53,17,891
7962,1,2,0,17
7963,3,14,12,278
7964,0,0,0,6
7965,0,0,0,7
7966,10,43,37,1392
7968,0,0,0,5
7970,0,0,0,21
7971,15,41,7,1529
7973,5,6,2,67
7976,0,0,0,2
7977,0,0,0,2
7978,1,4,8,426
7980,8,20,9,954
7982,0,0,0,1
7984,0,2,0,38
7985,20,69,62,2638
7991,0,0,0,1
7992,0,0,0,9
7993,0,0,0,6
7994,9,8,3,126
7995,135,929,1037,38711
7996,9,0,4,184
7997,0,0,0,44
8002,4,4,3,59
8004,22,32,35,1403
8005,2,4,0,102
8007,28,93,59,2273
8008,0,0,0,2
8010,121,182,43,2903
8011,2,4,0,94
8014,0,0,0,1
8015,0,1,0,6
8016,1,11,0,241
8017,9,22,9,354
8021,0,0,0,82
8024,1,5,8,272
8025,5,6,6,115
8028,1,1,1,12
8029,7,8,4,519
8030,0,0,0,16
8031,0,4,4,145
8032,1,0,0,32
8034,0,0,0,11
8035,1,0,3,93
8036,0,0,0,7
8038,1,0,4,193
8039,1,1,0,3
8040,65,160,79,2863
8042,0,0,0,5
8043,20,53,57,1644
8047,2,5,6,217
8048,0,0,0,16
8050,2,7,9,321
8052,12,18,13,649
8054,1,1,0,4
8056,0,1,1,19
8058,0,2,2,86
8059,0,1,0,3
8060,0,1,1,25
8062,0,0,0,2
8063,0,3,0,18
8066,34,25,25,1076
8067,0,1,7,119
8068,12,43,19,721
8072,3,3,5,202
8073,9,29,10,532
8075,4,8,1,472
8076,0,0,0,7
8077,117,369,179,6444
8078,0,0,0,161
