item_category,total_interaction_count,unique_user_count,unique_item_count
8494,67,5,18
4914,67,8,30
6289,67,22,8
13418,67,19,18
7406,67,25,25
8535,67,19,25
476,67,10,33
629,67,15,30
2616,67,13,27
5205,67,18,25
12767,67,8,9
11109,66,12,21
11923,66,20,23
5346,66,11,36
4521,66,27,18
2137,66,14,24
4645,66,12,25
8276,66,26,23
12847,66,8,17
1194,66,7,15
3823,66,11,28
8690,66,11,21
13519,66,7,22
11050,66,13,30
13279,66,11,19
3845,66,1,27
9549,65,8,26
11487,65,16,23
12903,65,16,31
3564,65,14,7
12908,65,17,18
2309,65,14,27
9507,65,11,17
5931,65,15,36
11096,65,11,20
13434,65,7,22
1654,65,13,23
9582,65,5,16
13495,65,1,19
11494,65,13,18
5397,65,22,23
4360,65,7,16
3241,64,16,31
4183,64,8,22
6278,64,21,28
5032,64,18,20
10188,64,16,22
11709,64,14,20
13642,64,6,13
7072,64,8,28
2996,64,6,28
3901,64,14,8
9651,64,6,18
14057,64,23,24
6782,64,13,21
1773,64,11,25
4123,64,25,29
6777,64,11,26
14060,64,6,13
8988,64,11,19
1467,64,11,27
8165,64,10,23
12886,64,18,20
8566,64,11,28
12689,63,15,16
2314,63,20,18
4400,63,24,17
2984,63,24,33
14055,63,15,17
12256,63,15,16
1687,63,21,30
2502,63,17,25
4578,63,21,28
11002,63,18,21
4491,63,19,29
6706,63,8,20
9802,63,17,22
8500,63,16,24
3803,63,20,16
3458,63,8,24
4271,63,12,23
2809,63,9,19
11073,63,21,21
4259,63,9,19
520,62,5,24
3754,62,11,22
4440,62,15,26
13656,62,19,22
2785,62,9,22
10830,62,14,23
9251,62,22,30
6463,62,20,21
127,62,5,21
4545,62,10,26
13905,62,7,31
5411,62,18,25
488,62,16,16
5031,62,7,18
9806,62,30,39
325,62,12,25
8475,62,15,19
6511,62,10,26
539,62,14,17
11156,61,23,31
6503,61,13,16
10026,61,4,18
4970,61,16,40
12978,61,11,16
6187,61,5,29
853,61,6,26
324,61,22,10
3748,61,13,19
6140,61,17,23
12898,61,19,20
2988,61,22,28
13257,61,7,15
9935,61,3,14
8452,61,11,27
5218,61,12,28
2352,61,13,27
11042,61,6,26
7729,60,19,23
13442,60,21,28
10853,60,18,16
5517,60,5,21
11906,60,6,19
10066,60,20,21
6841,60,15,15
14078,60,3,40
12343,60,15,19
8314,60,11,14
9149,60,6,15
10680,60,15,26
6661,60,9,28
7374,60,6,25
839,60,27,3
11741,60,20,14
2279,60,9,22
4916,60,14,25
10563,60,19,22
9953,60,8,21
12807,60,3,26
6164,60,25,33
4019,60,8,22
1034,60,13,20
13782,60,29,28
12618,59,4,19
11931,59,14,14
11303,59,24,21
98,59,20,20
9813,59,16,28
9282,59,11,17
13648,59,7,14
6892,59,9,21
2686,59,16,21
3525,59,13,22
2416,59,15,25
7488,59,25,20
10630,59,10,14
2471,59,17,24
3129,59,20,20
9879,59,17,17
851,59,18,23
11989,59,5,20
2518,58,14,13
13105,58,10,18
8550,58,17,24
6282,58,15,23
4429,58,22,11
7459,58,20,22
7950,58,20,28
7659,58,15,28
13919,58,9,9
7267,58,15,22
9040,58,15,21
2526,58,11,22
9241,58,12,22
5999,58,12,18
12377,58,23,24
12363,58,10,17
5495,58,15,12
2323,58,14,17
13976,58,9,26
171,58,18,28
3521,58,23,25
7055,58,14,22
11313,58,24,19
4716,58,8,40
529,58,17,19
7062,58,8,17
10584,58,9,17
11969,58,7,12
11446,58,5,24
6620,57,15,27
11807,57,6,23
3371,57,7,13
202,57,9,17
1252,57,18,24
626,57,17,15
811,57,6,14
4140,57,6,18
5967,57,11,16
11264,57,8,9
8518,57,12,22
9133,57,21,9
13470,57,15,11
5784,57,13,28
12181,57,11,23
4919,57,26,27
13012,57,10,22
3633,57,9,19
9621,57,6,16
11505,57,25,29
6759,56,13,24
8226,56,18,20
10153,56,8,13
12713,56,16,18
3293,56,19,30
12912,56,12,24
13631,56,7,23
4604,56,14,23
12617,56,16,18
615,56,29,22
2131,56,2,12
5783,56,15,18
3524,56,23,23
1551,56,15,21
2677,56,14,29
10757,56,22,32
8706,56,13,15
1728,56,22,11
12005,56,18,15
8591,56,13,25
2030,56,17,17
5443,56,9,22
1062,56,11,11
11754,56,13,14
10130,56,16,25
83,56,15,18
8249,56,18,22
4028,56,8,29
11418,55,17,30
1271,55,21,34
4786,55,24,24
3130,55,9,27
10504,55,20,15
7604,55,19,23
12681,55,11,18
4038,55,10,14
12665,55,13,23
13319,55,5,19
9554,55,18,24
13100,55,9,18
12078,55,16,23
3109,55,13,24
10598,55,23,27
3918,55,20,18
8400,55,19,21
3801,55,17,19
2654,55,4,27
8195,55,12,18
1033,55,18,22
8713,55,16,11
7127,55,18,23
3991,55,10,15
8882,55,5,14
3850,55,17,29
1037,55,17,20
10792,55,16,20
10962,54,5,14
4664,54,14,15
10682,54,16,14
5859,54,11,13
9420,54,16,32
1597,54,24,21
13503,54,17,24
12517,54,18,26
5970,54,11,13
4246,54,10,18
7256,54,4,19
12288,54,21,25
3737,54,12,22
7423,54,17,10
7479,54,16,23
8296,54,10,26
803,54,22,21
10058,54,16,16
8523,54,4,25
8841,54,14,19
13669,53,7,20
10963,53,6,8
13553,53,9,23
11514,53,6,22
1040,53,8,6
5182,53,8,23
5109,53,17,19
13518,53,12,15
13984,53,13,18
12638,53,22,15
1993,53,14,16
10561,53,17,29
5010,53,11,23
9723,53,15,7
8953,53,12,20
10273,53,14,16
7700,53,12,18
4683,53,15,21
12502,53,3,9
9483,53,15,19
12431,53,9,20
12587,53,6,28
291,53,6,16
1594,53,11,16
912,53,14,23
5639,52,16,17
972,52,11,23
8504,52,12,26
3507,52,13,16
10421,52,8,21
9945,52,9,21
13662,52,14,17
12684,52,5,14
12915,52,15,11
5104,52,16,23
72,52,7,18
3362,52,9,12
4252,52,7,20
11132,52,19,21
4267,52,12,16
4940,52,7,13
13715,52,10,18
3149,52,10,19
9395,52,16,13
3894,51,12,18
12344,51,10,20
6978,51,15,19
8738,51,7,13
6482,51,8,21
7815,51,17,33
11918,51,10,14
13450,51,21,20
4888,51,16,20
1391,51,8,20
11675,51,20,27
6999,51,10,18
3305,51,23,24
4033,51,1,3
11271,51,22,19
12929,51,19,19
2964,51,7,12
5825,51,8,18
5902,51,15,20
5246,51,13,23
5938,51,8,16
8433,51,20,16
2258,51,10,17
3810,51,4,11
3097,51,10,26
10517,51,12,19
5047,51,14,21
5768,51,7,12
6739,50,15,20
8554,50,6,21
12428,50,12,17
11964,50,9,16
11786,50,9,10
1256,50,5,15
10641,50,5,12
2622,50,11,27
4125,50,16,27
13388,50,16,18
3981,50,5,24
4381,50,12,18
2167,50,12,16
13033,50,12,16
2798,50,4,17
4238,50,14,28
9596,50,7,20
11325,50,7,20
9956,50,16,13
2247,50,17,22
2438,49,9,19
6563,49,12,26
5343,49,15,16
12198,49,9,18
13005,49,17,18
10720,49,13,16
2713,49,9,18
2069,49,6,17
2780,49,9,16
12279,49,5,13
13208,49,12,5
6803,49,16,19
721,49,9,8
13999,49,9,11
11203,49,8,17
533,49,14,19
13585,49,8,14
10869,49,12,19
6153,49,12,16
499,49,12,18
10205,49,11,14
10201,49,8,18
3058,49,8,13
12061,49,15,14
13896,49,15,14
6943,49,9,25
770,49,14,8
9418,49,18,17
11651,49,21,21
8258,48,11,19
7377,48,14,21
1186,48,11,2
13784,48,6,16
12780,48,13,24
11117,48,26,21
3928,48,9,12
10125,48,11,11
9796,48,12,15
2203,48,24,32
2915,48,10,13
139,48,8,17
12942,48,12,21
11550,48,16,4
10285,48,21,23
9585,48,6,21
7751,48,7,14
12733,48,8,12
5819,48,8,18
13544,48,13,23
2355,48,5,18
3008,48,15,9
4696,48,16,23
2430,48,10,22
9937,48,18,25
7854,48,6,13
11935,48,15,2
14075,48,7,12
5139,47,13,17
2593,47,13,12
2596,47,6,9
7116,47,16,21
6031,47,10,16
7518,47,3,13
1293,47,16,20
12610,47,12,22
3986,47,8,19
7027,47,5,18
3891,47,15,21
130,47,14,18
13465,47,15,17
1978,47,13,22
13794,47,20,26
4948,47,15,15
4492,47,6,22
5431,47,9,13
3089,47,20,22
6740,47,4,15
13968,47,10,18
2424,47,5,10
9268,47,6,15
8325,47,16,15
1888,47,16,19
13927,47,13,24
7748,47,10,18
13964,47,9,10
11780,47,9,15
10083,47,7,20
8924,47,5,17
11694,47,5,18
2704,47,10,18
7676,46,9,19
1953,46,19,22
10470,46,11,12
6426,46,1,12
11160,46,9,16
4868,46,15,13
9047,46,17,15
11541,46,24,27
5452,46,15,18
2763,46,4,15
2499,46,3,14
11242,46,7,21
13419,46,18,21
2293,46,21,20
4281,46,11,19
6737,46,23,28
12024,46,13,12
8283,46,10,19
12848,46,4,15
2047,46,9,10
12075,46,6,14
8834,46,6,13
5432,46,7,9
12497,46,15,18
2516,46,19,17
11247,46,10,24
12556,45,1,14
4433,45,13,17
5338,45,9,20
4048,45,4,13
6447,45,20,24
8631,45,21,4
8218,45,15,15
7159,45,13,21
10952,45,17,11
9159,45,18,15
9792,45,14,30
4404,45,5,16
9826,45,10,21
3881,45,11,15
7317,45,13,20
8952,45,11,15
10150,45,11,14
2552,45,11,20
13403,45,6,22
260,45,4,16
9026,45,20,7
3031,45,8,13
10143,45,11,18
10417,45,6,14
8353,45,8,12
9015,45,5,15
5909,45,8,17
9465,45,12,19
10420,45,22,17
13321,45,4,16
2329,45,10,15
3649,45,6,18
6911,45,17,25
13047,45,21,18
7066,45,11,15
8653,45,7,14
11249,44,9,8
2602,44,5,24
11801,44,14,16
7615,44,5,17
10485,44,13,16
3460,44,17,18
8743,44,11,18
11847,44,17,19
3816,44,5,13
7997,44,19,19
3958,44,8,13
13331,44,15,20
8824,44,9,10
2093,44,12,16
4842,44,14,17
4821,44,4,21
9661,44,15,20
11334,44,20,19
7012,44,17,23
1085,44,6,13
6791,44,18,22
4748,44,5,20
2043,44,7,14
4102,44,12,20
2304,44,15,20
8626,44,7,15
1615,44,18,16
7051,44,12,16
12534,44,10,20
199,44,15,19
11739,44,7,23
2761,44,16,18
11897,44,8,14
4591,44,13,19
9675,44,5,15
13017,44,2,25
4237,44,10,15
5614,44,9,16
8692,43,7,12
11787,43,3,34
2935,43,16,18
10843,43,6,11
2782,43,6,9
10899,43,5,12
13124,43,16,18
4827,43,3,14
12833,43,18,16
1765,43,6,20
4649,43,15,18
11065,43,4,13
4695,43,12,22
6384,43,11,15
8781,43,15,20
10226,43,6,12
6893,43,12,19
12378,43,7,12
7005,43,15,23
11457,42,10,18
4163,42,13,13
11112,42,3,13
12530,42,9,15
3559,42,13,17
6725,42,16,16
6682,42,8,11
9163,42,12,11
11040,42,3,11
795,42,7,15
8545,42,12,18
1945,42,11,19
9286,42,7,13
13433,42,17,19
6802,42,10,18
11613,42,10,11
7810,42,7,13
5626,42,9,16
826,42,15,12
2981,42,10,18
9262,42,15,9
916,42,6,16
2324,42,15,16
9691,42,8,12
845,42,8,14
12995,42,17,13
1782,42,20,23
9818,42,8,20
13668,41,12,14
9800,41,7,14
11655,41,14,20
1662,41,3,16
4489,41,5,16
11511,41,5,9
4907,41,6,19
5762,41,7,14
1827,41,10,9
8747,41,11,14
3969,41,5,17
6884,41,16,10
8894,41,6,13
3427,41,5,5
9084,41,7,15
9502,41,15,12
12911,41,7,13
4408,41,10,15
2151,41,13,12
10950,41,15,15
13125,41,15,14
677,41,13,15
13935,41,17,2
1268,41,5,16
4674,41,18,17
81,41,17,16
13063,41,4,14
13909,41,4,12
10668,40,8,18
1243,40,4,8
2697,40,14,17
12424,40,11,17
3002,40,9,19
14056,40,12,13
9946,40,10,13
7633,40,8,13
7984,40,8,14
3118,40,16,24
5957,40,5,8
3517,40,16,17
10115,40,10,8
10511,40,6,22
14004,40,16,21
6183,40,10,16
2661,40,13,15
346,40,14,15
6330,40,2,13
10666,40,14,10
3766,40,16,14
9838,40,9,13
290,40,10,12
2368,40,11,13
3598,40,11,13
1733,40,10,12
11020,40,5,13
6766,40,14,17
5413,40,7,16
696,40,14,14
12159,40,8,18
509,40,7,13
5893,40,11,15
4875,40,6,19
11218,40,4,12
8222,40,8,12
1276,40,9,13
4080,40,13,19
11785,40,20,21
2451,40,8,13
7934,40,8,16
4769,40,4,14
8455,40,6,15
11877,40,8,18
2240,40,10,12
9495,39,10,14
6593,39,14,16
2892,39,12,11
11531,39,4,8
4027,39,17,23
12459,39,15,24
13930,39,16,13
4384,39,13,5
1498,39,4,6
11725,39,16,21
2830,39,15,18
2382,39,11,16
9336,39,5,11
2136,39,5,11
1429,39,7,13
1090,39,13,14
11320,39,10,20
65,39,13,13
5377,39,3,4
9266,39,3,17
3292,39,13,17
2157,39,12,17
2162,39,14,22
498,39,7,16
10881,39,13,17
3288,39,13,9
1579,39,16,9
4955,39,11,9
5190,39,9,10
6113,39,12,18
6376,39,8,18
12887,39,11,15
5474,39,6,18
4379,39,12,20
13111,39,9,18
12492,39,7,13
2174,39,16,10
3638,39,9,13
1547,39,21,24
3641,39,3,3
12493,38,12,20
3763,38,10,21
2745,38,11,8
1393,38,10,14
13929,38,5,8
10477,38,14,20
7722,38,1,6
9449,38,1,9
4469,38,16,19
9455,38,18,11
2360,38,8,14
742,38,2,2
3035,38,6,10
6206,38,13,9
4767,38,16,16
6135,38,4,11
7227,38,9,11
2299,38,6,12
351,38,14,16
6581,38,8,15
10611,38,17,11
1563,38,5,15
1019,38,3,12
3837,38,10,15
3062,38,10,22
5816,38,2,6
7696,38,14,17
914,38,9,12
11859,38,6,16
11449,38,9,12
10494,38,13,13
2557,38,12,23
3728,38,9,9
11389,38,12,14
4833,38,15,19
5481,38,5,13
12949,38,8,19
11843,38,8,14
2191,38,8,17
8448,38,10,14
9108,38,8,11
8206,38,5,13
2692,38,12,17
1613,38,7,18
2767,38,3,7
12471,38,3,14
12166,38,15,11
7332,38,9,17
8814,38,10,12
9906,37,6,7
12593,37,6,16
4820,37,10,17
513,37,10,13
7892,37,9,8
6266,37,9,14
9176,37,6,15
5448,37,2,9
11527,37,14,15
1065,37,8,16
11172,37,7,12
1326,37,15,15
5716,37,4,15
8418,37,10,13
2485,37,10,17
2823,37,9,16
4013,37,13,4
395,37,5,14
6758,37,15,17
2847,37,14,15
13889,37,10,12
10496,37,1,8
8208,37,2,12
13311,37,6,16
10557,37,9,15
12086,37,14,19
8839,37,2,9
3440,37,11,18
2975,37,6,10
4108,37,6,11
13493,37,9,15
13155,37,5,11
6891,37,15,18
5855,37,13,21
5428,37,6,7
5641,37,13,15
5191,37,11,14
1413,37,11,13
73,37,10,16
8756,37,10,9
11194,37,8,15
13802,37,10,10
3083,36,8,12
7907,36,6,13
2890,36,16,11
10813,36,11,12
1026,36,9,17
3448,36,13,19
6587,36,5,19
6270,36,8,9
7470,36,8,13
9110,36,4,7
121,36,4,17
7448,36,10,13
9290,36,11,14
13464,36,8,14
12853,36,13,13
9928,36,12,16
7862,36,3,14
5387,36,12,11
10280,36,14,16
6392,36,12,16
12906,36,9,7
12508,36,4,12
6666,36,2,4
6108,36,3,9
6080,36,8,15
13255,36,5,10
9873,36,12,11
8525,36,10,11
239,36,10,14
6454,36,6,16
4198,36,9,8
11968,36,5,16
5316,35,1,7
5313,35,7,10
18,35,6,11
8932,35,6,15
14027,35,7,9
6427,35,10,14
3361,35,9,14
10907,35,15,13
1787,35,12,11
6545,35,4,16
12637,35,9,17
2991,35,6,11
13079,35,1,11
1405,35,7,10
12055,35,1,14
13586,35,6,10
9702,35,11,10
2685,35,13,14
7067,35,6,14
6674,35,4,13
9400,35,7,18
900,35,6,16
12872,35,18,21
5251,35,4,6
14068,35,10,14
4587,35,12,17
577,35,4,7
1507,35,3,13
10608,35,7,15
9326,35,8,14
7545,35,5,14
12014,35,9,12
3474,35,12,11
9431,35,10,13
11736,35,18,18
684,35,11,13
12914,35,8,18
10339,35,8,12
8727,35,11,18
3450,35,13,8
5341,34,7,17
1689,34,6,8
3933,34,3,9
1785,34,4,10
9734,34,7,8
13728,34,16,17
6761,34,9,14
3788,34,12,11
844,34,2,5
5391,34,5,14
1633,34,16,13
5097,34,7,14
3061,34,8,11
12269,34,10,10
289,34,13,11
7539,34,9,15
13649,34,6,10
528,34,12,14
4200,34,9,9
13320,34,10,12
10591,34,8,19
479,34,7,11
6276,34,11,16
8858,34,15,13
2063,34,5,13
1137,34,9,13
13755,34,5,15
7926,34,13,16
11569,34,6,10
1035,34,8,17
440,34,11,3
10220,34,6,9
8708,34,9,16
7744,34,8,11
1554,34,17,10
407,34,14,14
9537,34,12,13
9940,34,6,15
8157,34,8,12
1775,34,7,8
3742,34,14,16
6714,34,8,18
11048,34,11,14
3968,33,2,12
6834,33,6,22
10002,33,13,14
13946,33,7,7
8032,33,7,13
10303,33,6,14
9980,33,9,17
1784,33,2,3
12102,33,5,9
13293,33,10,17
5401,33,6,12
12625,33,7,14
1987,33,11,12
3221,33,7,8
2418,33,5,19
11772,33,16,18
9857,33,17,12
8112,33,3,7
10248,33,12,22
6406,33,4,10
12831,33,3,14
5112,33,7,5
12969,33,6,12
4912,33,12,15
7097,33,7,15
781,33,11,13
10934,33,4,10
7388,33,11,11
6149,33,8,11
10531,33,7,18
7535,33,8,15
3513,33,12,13
11769,33,6,11
5960,33,10,12
9851,33,9,7
9048,33,7,12
5994,33,10,13
245,33,9,17
10551,33,5,10
5052,33,6,16
2670,33,5,9
13580,33,9,11
8548,33,13,16
8100,33,8,17
3311,33,6,13
11707,33,10,15
13654,33,8,20
4417,32,7,22
13474,32,10,12
2154,32,10,13
5680,32,14,15
13539,32,11,10
5326,32,8,13
6789,32,4,8
4985,32,4,9
2874,32,14,16
6827,32,4,15
10118,32,9,14
6910,32,12,12
4743,32,15,13
8091,32,8,12
10723,32,7,11
6273,32,16,20
1790,32,12,11
293,32,8,14
5062,32,8,10
11940,32,7,16
78,32,6,11
790,32,12,13
12482,32,12,16
345,32,14,17
3501,32,11,12
261,32,9,14
5710,32,4,9
8805,32,12,15
12606,32,4,5
13818,32,7,11
10458,32,16,13
11546,32,8,21
8783,32,14,14
5936,32,7,9
8377,32,10,14
10594,32,10,14
10225,32,9,14
13360,32,7,9
5099,32,5,14
11344,32,2,9
4770,32,13,11
11987,32,7,11
1757,32,14,10
5337,32,5,13
14053,31,9,10
2012,31,4,16
3782,31,11,11
10109,31,8,14
5074,31,6,11
4046,31,6,12
5275,31,12,14
25,31,11,21
7689,31,7,13
3124,31,1,16
1419,31,2,6
1371,31,10,15
10769,31,11,7
2450,31,13,18
441,31,12,12
8577,31,11,10
11557,31,8,14
4351,31,3,13
13317,31,6,12
645,31,9,11
13085,31,6,9
9560,31,9,3
3013,31,4,15
635,31,4,12
5068,31,5,14
2755,31,5,7
6926,31,7,8
9392,31,7,6
13677,31,6,7
3272,31,10,11
3295,31,5,8
6537,31,8,16
7903,31,4,7
3461,31,7,8
5482,31,5,11
11880,31,16,19
988,31,9,7
12938,31,6,11
3551,31,4,12
6920,31,16,13
2802,31,5,12
8881,31,3,18
8524,30,14,14
9912,30,6,10
1089,30,8,13
2547,30,9,9
1444,30,5,14
4186,30,7,15
4203,30,13,15
6123,30,3,6
6026,30,3,12
9852,30,11,12
13251,30,4,7
9009,30,12,15
6664,30,3,17
3950,30,10,15
206,30,11,13
13953,30,9,13
6474,30,5,13
1975,30,6,6
11495,30,1,11
11191,30,6,14
5758,30,8,10
12088,30,8,9
5210,30,3,6
11627,30,6,10
3941,30,11,11
13527,30,12,13
1905,30,2,9
11177,30,2,12
7918,30,7,12
13847,30,10,16
11293,30,4,11
12049,30,13,14
6303,30,11,14
7198,30,10,16
12526,30,10,19
2301,30,10,16
13545,30,6,7
8337,30,7,8
13343,30,1,17
1548,30,8,13
12359,30,8,12
13771,30,8,9
2652,30,4,12
8565,30,7,12
5806,30,6,7
11116,30,11,18
12977,30,11,13
12583,30,7,12
11231,30,9,12
3030,29,4,11
5456,29,10,11
14014,29,11,11
6820,29,7,10
2423,29,10,10
12505,29,9,16
3741,29,10,11
4493,29,5,8
5154,29,4,6
789,29,14,13
3255,29,5,13
11192,29,6,11
3733,29,15,17
824,29,9,13
4595,29,5,8
8530,29,8,16
2852,29,5,14
554,29,12,9
14076,29,7,10
9052,29,6,12
572,29,6,9
285,29,8,12
7575,29,7,9
12695,29,8,4
5946,29,12,15
500,29,9,13
1949,29,7,11
13362,29,5,12
12715,29,6,9
13218,29,10,10
10991,29,7,9
13781,29,10,12
9984,29,6,8
335,29,12,14
12400,29,10,10
1056,29,6,12
4834,29,10,7
10259,29,3,8
3643,29,10,9
3570,29,4,8
3565,29,6,4
3188,29,10,7
2292,29,11,3
2325,29,4,9
1402,29,9,10
9785,29,6,12
6622,29,12,15
1481,28,1,1
3439,28,7,9
2543,28,3,11
14016,28,1,7
2578,28,10,14
4780,28,10,13
6688,28,7,5
9027,28,4,10
9781,28,12,13
568,28,5,8
5471,28,6,5
2004,28,6,9
13629,28,6,11
11842,28,8,11
9317,28,6,10
11484,28,5,8
10409,28,10,16
8363,28,6,11
8306,28,6,9
5764,28,11,9
2307,28,9,13
890,28,12,9
12726,28,7,12
9428,28,4,12
4249,28,7,12
13067,28,5,6
1134,28,4,16
9174,28,8,11
1891,28,7,12
656,28,8,10
2614,28,9,12
12846,28,4,10
11671,28,12,17
13061,28,8,12
1616,28,7,9
2064,28,7,8
10840,28,7,10
12059,28,9,7
12153,28,9,13
1336,28,12,14
9770,28,1,11
10946,28,4,13
328,28,10,15
11614,28,7,11
10050,28,11,11
8318,28,7,16
3896,27,8,11
12430,27,8,14
3689,27,12,12
3963,27,4,5
2843,27,7,13
12857,27,5,8
10034,27,7,9
6736,27,6,14
4121,27,11,10
9044,27,2,9
6634,27,15,17
6668,27,10,8
244,27,8,17
9996,27,9,16
450,27,2,13
2882,27,4,13
10337,27,2,16
8060,27,7,11
5012,27,4,21
10164,27,10,14
1571,27,7,6
2239,27,4,2
2201,27,10,13
6411,27,3,12
4514,27,10,7
6995,27,10,12
6371,27,8,13
1934,27,7,9
7754,27,6,7
5974,27,4,10
13733,27,4,5
11208,27,6,16
12671,27,8,12
12104,27,8,12
2911,27,6,10
2986,27,8,15
7824,27,10,19
1912,27,9,11
12477,27,4,11
2496,27,5,4
3234,27,10,12
9403,27,4,6
12338,27,10,11
3459,27,4,5
7187,27,9,10
112,27,8,7
11246,27,6,12
6346,27,13,7
9253,27,6,10
9831,27,3,10
6136,27,4,5
896,27,10,9
10861,27,7,8
10842,27,7,10
1746,27,7,15
13675,26,7,16
1280,26,13,14
1289,26,9,12
1906,26,10,9
9112,26,3,12
11106,26,5,8
6625,26,13,14
2305,26,7,9
8483,26,6,12
921,26,7,9
2268,26,10,11
3815,26,13,15
463,26,4,6
2354,26,6,5
11926,26,9,14
11920,26,4,13
326,26,9,12
3854,26,6,13
3851,26,9,10
3320,26,6,8
12439,26,6,13
3257,26,5,10
2134,26,4,8
7679,26,10,13
160,26,9,6
9277,26,5,6
8928,26,11,15
1094,26,12,17
7823,26,6,10
10434,26,5,8
10455,26,6,9
1714,26,9,10
2796,26,1,9
12988,26,7,13
13021,26,12,13
11426,26,6,9
12289,26,10,10
391,26,12,11
377,26,4,10
8801,26,4,12
13382,26,5,8
272,26,11,15
30,26,7,7
2669,26,11,13
6212,26,7,7
12797,26,10,10
10106,26,5,13
4596,26,10,12
8472,26,9,12
3389,26,10,10
14054,26,10,13
8513,26,4,7
3785,26,2,11
3776,25,4,9
2200,25,5,11
3787,25,5,4
3762,25,4,11
13153,25,6,11
10094,25,5,5
19,25,15,15
2100,25,13,11
6207,25,10,6
12208,25,7,8
2700,25,4,13
8845,25,7,8
6177,25,8,9
11277,25,6,8
7550,25,11,12
10827,25,6,9
12523,25,3,4
6299,25,7,14
3710,25,6,10
1708,25,7,13
4118,25,6,7
891,25,5,17
9434,25,4,9
9168,25,6,12
12653,25,3,6
4022,25,7,8
3591,25,11,14
5113,25,6,7
13436,25,6,13
5835,25,2,3
5826,25,5,9
5703,25,2,10
5742,25,9,11
8694,25,3,8
12716,25,11,6
12094,25,8,10
1992,25,8,8
6088,25,5,8
6069,25,5,7
2893,25,8,10
9523,25,5,13
3676,25,2,10
1278,25,7,8
9076,25,5,11
6557,25,3,7
11174,25,6,11
9387,24,7,8
12503,24,3,8
3587,24,3,9
594,24,6,11
10937,24,9,13
4217,24,8,13
12609,24,9,11
13805,24,2,4
194,24,1,8
6338,24,7,8
3821,24,7,10
5085,24,6,6
2104,24,5,16
6158,24,12,12
4785,24,6,13
12305,24,7,11
906,24,2,10
1162,24,7,8
4637,24,12,13
4580,24,2,3
3490,24,4,4
7913,24,7,11
9129,24,8,12
10960,24,11,13
10320,24,5,7
1997,24,9,11
1503,24,7,9
11451,24,8,6
13724,24,3,12
1622,24,9,11
10333,24,7,9
1653,24,13,15
9566,24,7,8
13237,24,8,8
2906,24,6,8
1777,24,4,12
6708,24,9,11
6623,24,7,12
13240,24,7,11
11139,24,6,12
317,24,6,8
5126,24,3,6
5972,24,4,5
10349,24,11,15
9713,24,8,10
1620,24,11,12
3101,24,4,5
2970,24,6,12
11407,24,3,8
12323,24,3,7
8972,23,4,4
4100,23,5,8
13972,23,3,6
2235,23,6,7
276,23,10,14
13316,23,10,6
3027,23,6,8
3749,23,4,7
12798,23,4,8
7585,23,6,7
10580,23,8,10
11017,23,4,11
11063,23,12,12
6687,23,8,8
13684,23,4,5
11659,23,6,6
1819,23,5,7
11714,23,11,12
4710,23,7,11
3610,23,7,8
627,23,8,4
12444,23,1,6
3316,23,8,10
2792,23,3,7
12498,23,5,10
12604,23,4,7
1382,23,6,9
11788,23,1,5
12619,23,13,7
7292,23,5,9
1389,23,2,2
7238,23,6,6
6374,23,9,9
7124,23,5,9
9668,23,8,11
3804,23,1,3
5940,23,6,8
10388,23,8,9
10945,23,5,6
4672,23,4,11
477,23,7,6
8273,23,10,11
8933,23,9,12
12072,23,5,14
12642,23,11,11
7715,23,11,11
13002,23,8,8
8984,23,4,6
8741,23,3,5
12496,23,10,9
9344,23,4,6
10413,23,3,3
622,23,1,13
4430,23,6,7
9073,23,4,13
7022,23,7,12
214,22,8,13
111,22,4,9
8934,22,5,9
8823,22,4,7
6306,22,6,8
10845,22,6,5
4497,22,7,8
9256,22,8,9
5336,22,11,8
5280,22,7,9
11875,22,3,9
2641,22,6,8
7368,22,6,11
7298,22,11,12
6205,22,12,10
2540,22,9,8
4205,22,13,13
2541,22,8,11
9969,22,9,12
602,22,7,7
12320,22,10,12
4746,22,9,7
5799,22,4,8
9341,22,6,7
6079,22,9,11
2718,22,7,2
9663,22,7,10
1921,22,7,8
9603,22,6,7
7705,22,6,9
2522,22,4,12
3225,22,5,11
10406,22,7,10
3447,22,5,8
2336,22,6,5
6558,22,8,8
10324,22,3,7
4720,22,5,7
810,22,5,5
661,22,7,3
10299,22,12,9
11930,22,8,7
6646,22,1,7
9034,22,6,9
8416,22,9,11
1680,22,8,8
32,22,7,9
1883,21,7,6
11849,21,4,5
10399,21,8,11
682,21,4,11
9485,21,10,12
5457,21,6,12
7970,21,7,10
2501,21,7,9
2498,21,5,6
4376,21,3,8
13667,21,4,8
5202,21,6,6
4180,21,7,8
8063,21,7,9
11640,21,8,9
8056,21,7,12
5066,21,7,10
11252,21,5,3
12062,21,9,12
6416,21,5,6
1138,21,9,10
3054,21,8,9
3071,21,3,6
13370,21,4,7
537,21,4,4
2793,21,4,7
2783,21,7,7
4107,21,1,3
6665,21,4,4
3141,21,8,7
1679,21,5,9
8477,21,8,2
5904,21,8,7
5150,21,2,9
7130,21,4,6
4157,21,3,15
1664,21,6,7
1983,21,2,9
7098,21,8,10
12422,21,4,7
1367,21,8,11
9688,21,3,10
4905,21,4,6
2694,21,7,9
10859,21,4,5
10805,21,6,9
